factura,fecha,fecha de entrega,productCode,producto,categoria,precio compra,precio,cantidad,status,customerNumber,cliente,ciudad,pais,employeeNumber,vendedor
10388,2005-03-03,2005-03-09,S700_1691,American Airlines: B767-300,Planes,51.15,74.9,46,Shipped,462,FunGiftIdeas.com,New Bedford,USA,1216,Steve Patterson
10388,2005-03-03,2005-03-09,S700_2834,ATA: B757-300,Planes,59.33,111.53,50,Shipped,462,FunGiftIdeas.com,New Bedford,USA,1216,Steve Patterson
10389,2005-03-03,2005-03-08,S12_1099,1968 Ford Mustang,Classic Cars,95.34,182.9,26,Shipped,448,Scandinavian Gift Ideas,Bräcke,Sweden,1504,Barry Jones
10389,2005-03-03,2005-03-08,S12_3380,1968 Dodge Charger,Classic Cars,75.16,95.13,25,Shipped,448,Scandinavian Gift Ideas,Bräcke,Sweden,1504,Barry Jones
10389,2005-03-03,2005-03-08,S12_3990,1970 Plymouth Hemi Cuda,Classic Cars,31.92,76.61,36,Shipped,448,Scandinavian Gift Ideas,Bräcke,Sweden,1504,Barry Jones
10389,2005-03-03,2005-03-08,S12_4675,1969 Dodge Charger,Classic Cars,58.73,102.49,47,Shipped,448,Scandinavian Gift Ideas,Bräcke,Sweden,1504,Barry Jones
10389,2005-03-03,2005-03-08,S18_1889,1948 Porsche 356-A Roadster,Classic Cars,53.9,63.91,49,Shipped,448,Scandinavian Gift Ideas,Bräcke,Sweden,1504,Barry Jones
10389,2005-03-03,2005-03-08,S18_2625,1936 Harley Davidson El Knucklehead,Motorcycles,24.23,52.09,39,Shipped,448,Scandinavian Gift Ideas,Bräcke,Sweden,1504,Barry Jones
10389,2005-03-03,2005-03-08,S24_1578,1997 BMW R 1100 S,Motorcycles,60.86,112.7,45,Shipped,448,Scandinavian Gift Ideas,Bräcke,Sweden,1504,Barry Jones
10389,2005-03-03,2005-03-08,S24_2000,1960 BSA Gold Star DBD34,Motorcycles,37.32,61.7,49,Shipped,448,Scandinavian Gift Ideas,Bräcke,Sweden,1504,Barry Jones
10390,2005-03-04,2005-03-07,S18_1129,1993 Mazda RX-7,Classic Cars,83.51,117.48,36,Shipped,124,Mini Gifts Distributors Ltd.,San Rafael,USA,1165,Leslie Jennings
10390,2005-03-04,2005-03-07,S18_1984,1995 Honda Civic,Classic Cars,93.89,132.29,34,Shipped,124,Mini Gifts Distributors Ltd.,San Rafael,USA,1165,Leslie Jennings
10390,2005-03-04,2005-03-07,S18_2325,1932 Model A Ford J-Coupe,Vintage Cars,58.48,102.98,31,Shipped,124,Mini Gifts Distributors Ltd.,San Rafael,USA,1165,Leslie Jennings
10390,2005-03-04,2005-03-07,S18_2795,1928 Mercedes-Benz SSK,Vintage Cars,72.56,162.0,26,Shipped,124,Mini Gifts Distributors Ltd.,San Rafael,USA,1165,Leslie Jennings
10390,2005-03-04,2005-03-07,S18_3278,1969 Dodge Super Bee,Classic Cars,49.05,75.59,40,Shipped,124,Mini Gifts Distributors Ltd.,San Rafael,USA,1165,Leslie Jennings
10390,2005-03-04,2005-03-07,S18_3482,1976 Ford Gran Torino,Classic Cars,73.49,135.23,50,Shipped,124,Mini Gifts Distributors Ltd.,San Rafael,USA,1165,Leslie Jennings
10390,2005-03-04,2005-03-07,S18_3782,1957 Vespa GS150,Motorcycles,32.95,54.09,36,Shipped,124,Mini Gifts Distributors Ltd.,San Rafael,USA,1165,Leslie Jennings
10390,2005-03-04,2005-03-07,S18_4721,1957 Corvette Convertible,Classic Cars,69.93,122.02,49,Shipped,124,Mini Gifts Distributors Ltd.,San Rafael,USA,1165,Leslie Jennings
10390,2005-03-04,2005-03-07,S24_2360,1982 Ducati 900 Monster,Motorcycles,47.1,67.87,35,Shipped,124,Mini Gifts Distributors Ltd.,San Rafael,USA,1165,Leslie Jennings
10390,2005-03-04,2005-03-07,S24_2972,1982 Lamborghini Diablo,Classic Cars,16.24,35.87,37,Shipped,124,Mini Gifts Distributors Ltd.,San Rafael,USA,1165,Leslie Jennings
10390,2005-03-04,2005-03-07,S24_3371,1971 Alpine Renault 1600s,Classic Cars,38.58,51.43,46,Shipped,124,Mini Gifts Distributors Ltd.,San Rafael,USA,1165,Leslie Jennings
10390,2005-03-04,2005-03-07,S24_3856,1956 Porsche 356A Coupe,Classic Cars,98.3,134.81,45,Shipped,124,Mini Gifts Distributors Ltd.,San Rafael,USA,1165,Leslie Jennings
10390,2005-03-04,2005-03-07,S24_4620,1961 Chevrolet Impala,Classic Cars,32.33,66.29,30,Shipped,124,Mini Gifts Distributors Ltd.,San Rafael,USA,1165,Leslie Jennings
10390,2005-03-04,2005-03-07,S32_2206,1982 Ducati 996 R,Motorcycles,24.14,39.02,41,Shipped,124,Mini Gifts Distributors Ltd.,San Rafael,USA,1165,Leslie Jennings
10390,2005-03-04,2005-03-07,S32_4485,1974 Ducati 350 Mk3 Desmo,Motorcycles,56.13,101.03,45,Shipped,124,Mini Gifts Distributors Ltd.,San Rafael,USA,1165,Leslie Jennings
10390,2005-03-04,2005-03-07,S50_4713,2002 Yamaha YZR M1,Motorcycles,34.17,81.36,22,Shipped,124,Mini Gifts Distributors Ltd.,San Rafael,USA,1165,Leslie Jennings
10391,2005-03-09,2005-03-15,S10_1949,1952 Alpine Renault 1300,Classic Cars,98.58,195.01,24,Shipped,276,"Anna's Decorations, Ltd",North Sydney,Australia,1611,Andy Fixter
10391,2005-03-09,2005-03-15,S10_4962,1962 LanciaA Delta 16V,Classic Cars,103.42,121.15,37,Shipped,276,"Anna's Decorations, Ltd",North Sydney,Australia,1611,Andy Fixter
10391,2005-03-09,2005-03-15,S12_1666,1958 Setra Bus,Trucks and Buses,77.9,110.7,39,Shipped,276,"Anna's Decorations, Ltd",North Sydney,Australia,1611,Andy Fixter
10391,2005-03-09,2005-03-15,S18_1097,1940 Ford Pickup Truck,Trucks and Buses,58.33,114.34,29,Shipped,276,"Anna's Decorations, Ltd",North Sydney,Australia,1611,Andy Fixter
10391,2005-03-09,2005-03-15,S18_1342,1937 Lincoln Berline,Vintage Cars,60.62,102.74,35,Shipped,276,"Anna's Decorations, Ltd",North Sydney,Australia,1611,Andy Fixter
10391,2005-03-09,2005-03-15,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,24.26,47.44,42,Shipped,276,"Anna's Decorations, Ltd",North Sydney,Australia,1611,Andy Fixter
10391,2005-03-09,2005-03-15,S18_2432,1926 Ford Fire Engine,Trucks and Buses,24.92,57.73,44,Shipped,276,"Anna's Decorations, Ltd",North Sydney,Australia,1611,Andy Fixter
10391,2005-03-09,2005-03-15,S18_2949,1913 Ford Model T Speedster,Vintage Cars,60.78,99.28,32,Shipped,276,"Anna's Decorations, Ltd",North Sydney,Australia,1611,Andy Fixter
10391,2005-03-09,2005-03-15,S24_1937,1939 Chevrolet Deluxe Coupe,Vintage Cars,22.57,26.55,33,Shipped,276,"Anna's Decorations, Ltd",North Sydney,Australia,1611,Andy Fixter
10391,2005-03-09,2005-03-15,S24_2022,1938 Cadillac V-16 Presidential Limousine,Vintage Cars,20.61,36.29,24,Shipped,276,"Anna's Decorations, Ltd",North Sydney,Australia,1611,Andy Fixter
10392,2005-03-10,2005-03-12,S18_2957,1934 Ford V8 Coupe,Vintage Cars,34.35,61.21,37,Shipped,452,Mini Auto Werke,Graz,Austria,1401,Pamela Castillo
10392,2005-03-10,2005-03-12,S18_3136,18th Century Vintage Horse Carriage,Vintage Cars,60.74,103.67,29,Shipped,452,Mini Auto Werke,Graz,Austria,1401,Pamela Castillo
10392,2005-03-10,2005-03-12,S18_3320,1917 Maxwell Touring Car,Vintage Cars,57.54,98.22,36,Shipped,452,Mini Auto Werke,Graz,Austria,1401,Pamela Castillo
10393,2005-03-11,2005-03-14,S12_3148,1969 Corvair Monza,Classic Cars,89.14,145.04,35,Shipped,323,"Down Under Souveniers, Inc",Auckland,New Zealand,1612,Peter Marsh
10393,2005-03-11,2005-03-14,S12_4473,1957 Chevy Pickup,Trucks and Buses,55.7,99.54,32,Shipped,323,"Down Under Souveniers, Inc",Auckland,New Zealand,1612,Peter Marsh
10393,2005-03-11,2005-03-14,S18_2238,1998 Chrysler Plymouth Prowler,Classic Cars,101.51,137.53,20,Shipped,323,"Down Under Souveniers, Inc",Auckland,New Zealand,1612,Peter Marsh
10393,2005-03-11,2005-03-14,S18_2319,1964 Mercedes Tour Bus,Trucks and Buses,74.86,104.32,38,Shipped,323,"Down Under Souveniers, Inc",Auckland,New Zealand,1612,Peter Marsh
10393,2005-03-11,2005-03-14,S18_4600,1940s Ford truck,Trucks and Buses,84.76,106.55,30,Shipped,323,"Down Under Souveniers, Inc",Auckland,New Zealand,1612,Peter Marsh
10393,2005-03-11,2005-03-14,S18_4668,1939 Cadillac Limousine,Vintage Cars,23.14,41.76,44,Shipped,323,"Down Under Souveniers, Inc",Auckland,New Zealand,1612,Peter Marsh
10393,2005-03-11,2005-03-14,S24_2300,1962 Volkswagen Microbus,Trucks and Buses,61.34,112.46,33,Shipped,323,"Down Under Souveniers, Inc",Auckland,New Zealand,1612,Peter Marsh
10393,2005-03-11,2005-03-14,S24_4258,1936 Chrysler Airflow,Vintage Cars,57.46,88.62,33,Shipped,323,"Down Under Souveniers, Inc",Auckland,New Zealand,1612,Peter Marsh
10393,2005-03-11,2005-03-14,S32_1268,1980’s GM Manhattan Express,Trucks and Buses,53.93,84.75,38,Shipped,323,"Down Under Souveniers, Inc",Auckland,New Zealand,1612,Peter Marsh
10393,2005-03-11,2005-03-14,S32_3522,1996 Peterbilt 379 Stake Bed with Outrigger,Trucks and Buses,33.61,63.35,31,Shipped,323,"Down Under Souveniers, Inc",Auckland,New Zealand,1612,Peter Marsh
10393,2005-03-11,2005-03-14,S700_2824,1982 Camaro Z28,Classic Cars,46.53,83.95,21,Shipped,323,"Down Under Souveniers, Inc",Auckland,New Zealand,1612,Peter Marsh
10394,2005-03-15,2005-03-19,S18_3232,1992 Ferrari 360 Spider red,Classic Cars,77.9,135.47,22,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10394,2005-03-15,2005-03-19,S18_4027,1970 Triumph Spitfire,Classic Cars,91.92,124.95,37,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10394,2005-03-15,2005-03-19,S24_1444,1970 Dodge Coronet,Classic Cars,32.37,53.18,31,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10394,2005-03-15,2005-03-19,S24_2840,1958 Chevy Corvette Limited Edition,Classic Cars,15.91,35.36,46,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10394,2005-03-15,2005-03-19,S24_4048,1992 Porsche Cayenne Turbo Silver,Classic Cars,69.78,104.09,37,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10394,2005-03-15,2005-03-19,S32_2509,1954 Greyhound Scenicruiser,Trucks and Buses,25.98,47.08,36,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10394,2005-03-15,2005-03-19,S32_3207,1950's Chicago Surface Lines Streetcar,Trains,26.72,55.93,30,Shipped,141,Euro+ Shopping Channel,Madrid,Spain,1370,Gerard Hernandez
10395,2005-03-17,2005-03-23,S10_4757,1972 Alfa Romeo GTA,Classic Cars,85.68,125.12,32,Shipped,250,Lyon Souveniers,Paris,France,1337,Loui Bondur
10395,2005-03-17,2005-03-23,S12_1108,2001 Ferrari Enzo,Classic Cars,95.59,205.72,33,Shipped,250,Lyon Souveniers,Paris,France,1337,Loui Bondur
10395,2005-03-17,2005-03-23,S50_1392,Diamond T620 Semi-Skirted Tanker,Trucks and Buses,68.29,98.39,46,Shipped,250,Lyon Souveniers,Paris,France,1337,Loui Bondur
10395,2005-03-17,2005-03-23,S50_1514,1962 City of Detroit Streetcar,Trains,37.49,57.99,45,Shipped,250,Lyon Souveniers,Paris,France,1337,Loui Bondur
10396,2005-03-23,2005-03-28,S12_3891,1969 Ford Falcon,Classic Cars,83.05,155.72,33,Shipped,124,Mini Gifts Distributors Ltd.,San Rafael,USA,1165,Leslie Jennings
10396,2005-03-23,2005-03-28,S18_3140,1903 Ford Model A,Vintage Cars,68.3,129.76,33,Shipped,124,Mini Gifts Distributors Ltd.,San Rafael,USA,1165,Leslie Jennings
10396,2005-03-23,2005-03-28,S18_3259,Collectable Wooden Train,Trains,67.56,91.76,24,Shipped,124,Mini Gifts Distributors Ltd.,San Rafael,USA,1165,Leslie Jennings
10396,2005-03-23,2005-03-28,S18_4522,1904 Buick Runabout,Vintage Cars,52.66,83.38,45,Shipped,124,Mini Gifts Distributors Ltd.,San Rafael,USA,1165,Leslie Jennings
10396,2005-03-23,2005-03-28,S24_2011,18th century schooner,Ships,82.34,100.77,49,Shipped,124,Mini Gifts Distributors Ltd.,San Rafael,USA,1165,Leslie Jennings
10396,2005-03-23,2005-03-28,S24_3151,1912 Ford Model T Delivery Wagon,Vintage Cars,46.91,77.0,27,Shipped,124,Mini Gifts Distributors Ltd.,San Rafael,USA,1165,Leslie Jennings
10396,2005-03-23,2005-03-28,S24_3816,1940 Ford Delivery Sedan,Vintage Cars,48.64,77.99,37,Shipped,124,Mini Gifts Distributors Ltd.,San Rafael,USA,1165,Leslie Jennings
10396,2005-03-23,2005-03-28,S700_1138,The Schooner Bluenose,Ships,34.0,62.0,39,Shipped,124,Mini Gifts Distributors Ltd.,San Rafael,USA,1165,Leslie Jennings
10397,2005-03-28,2005-04-01,S700_1938,The Mayflower,Ships,43.3,69.29,32,Shipped,242,Alpha Cognac,Toulouse,France,1370,Gerard Hernandez
10397,2005-03-28,2005-04-01,S700_2610,The USS Constitution Ship,Ships,33.97,62.88,22,Shipped,242,Alpha Cognac,Toulouse,France,1370,Gerard Hernandez
10397,2005-03-28,2005-04-01,S700_3505,The Titanic,Ships,51.09,86.15,48,Shipped,242,Alpha Cognac,Toulouse,France,1370,Gerard Hernandez
10397,2005-03-28,2005-04-01,S700_3962,The Queen Mary,Ships,53.63,80.44,36,Shipped,242,Alpha Cognac,Toulouse,France,1370,Gerard Hernandez
10397,2005-03-28,2005-04-01,S72_3212,Pont Yacht,Ships,33.3,52.96,34,Shipped,242,Alpha Cognac,Toulouse,France,1370,Gerard Hernandez
10398,2005-03-30,2005-03-31,S18_1662,1980s Black Hawk Helicopter,Planes,77.27,130.88,33,Shipped,353,Reims Collectables,Reims,France,1337,Loui Bondur
10398,2005-03-30,2005-03-31,S18_2581,P-51-D Mustang,Planes,49.0,82.79,34,Shipped,353,Reims Collectables,Reims,France,1337,Loui Bondur
10398,2005-03-30,2005-03-31,S18_3029,1999 Yamaha Speed Boat,Ships,51.61,70.54,28,Shipped,353,Reims Collectables,Reims,France,1337,Loui Bondur
10398,2005-03-30,2005-03-31,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,Vintage Cars,64.58,92.11,45,Shipped,353,Reims Collectables,Reims,France,1337,Loui Bondur
10398,2005-03-30,2005-03-31,S24_1785,1928 British Royal Navy Airplane,Planes,66.74,100.67,43,Shipped,353,Reims Collectables,Reims,France,1337,Loui Bondur
10398,2005-03-30,2005-03-31,S24_2841,1900s Vintage Bi-Plane,Planes,34.25,60.29,28,Shipped,353,Reims Collectables,Reims,France,1337,Loui Bondur
10398,2005-03-30,2005-03-31,S24_3420,1937 Horch 930V Limousine,Vintage Cars,26.3,61.15,34,Shipped,353,Reims Collectables,Reims,France,1337,Loui Bondur
10398,2005-03-30,2005-03-31,S24_3949,Corsair F4U ( Bird Cage),Planes,29.34,56.64,41,Shipped,353,Reims Collectables,Reims,France,1337,Loui Bondur
10398,2005-03-30,2005-03-31,S24_4278,1900s Vintage Tri-Plane,Planes,36.23,65.93,45,Shipped,353,Reims Collectables,Reims,France,1337,Loui Bondur
10398,2005-03-30,2005-03-31,S32_4289,1928 Ford Phaeton Deluxe,Vintage Cars,33.02,60.54,22,Shipped,353,Reims Collectables,Reims,France,1337,Loui Bondur
10398,2005-03-30,2005-03-31,S50_1341,1930 Buick Marquette Phaeton,Vintage Cars,27.06,38.84,49,Shipped,353,Reims Collectables,Reims,France,1337,Loui Bondur
10398,2005-03-30,2005-03-31,S700_1691,American Airlines: B767-300,Planes,51.15,78.55,47,Shipped,353,Reims Collectables,Reims,France,1337,Loui Bondur
10398,2005-03-30,2005-03-31,S700_2047,HMS Bounty,Ships,39.83,75.13,36,Shipped,353,Reims Collectables,Reims,France,1337,Loui Bondur
10398,2005-03-30,2005-03-31,S700_2466,America West Airlines B757-200,Planes,68.8,98.72,22,Shipped,353,Reims Collectables,Reims,France,1337,Loui Bondur
10398,2005-03-30,2005-03-31,S700_2834,ATA: B757-300,Planes,59.33,102.04,23,Shipped,353,Reims Collectables,Reims,France,1337,Loui Bondur
10398,2005-03-30,2005-03-31,S700_3167,F/A 18 Hornet 1/72,Planes,54.4,76.8,29,Shipped,353,Reims Collectables,Reims,France,1337,Loui Bondur
10398,2005-03-30,2005-03-31,S700_4002,American Airlines: MD-11S,Planes,36.27,62.19,36,Shipped,353,Reims Collectables,Reims,France,1337,Loui Bondur
10398,2005-03-30,2005-03-31,S72_1253,Boeing X-32A JSF,Planes,32.77,41.22,34,Shipped,353,Reims Collectables,Reims,France,1337,Loui Bondur
10399,2005-04-01,2005-04-03,S10_1678,1969 Harley Davidson Ultimate Chopper,Motorcycles,48.81,77.52,40,Shipped,496,Kelly's Gift Shop,Auckland,New Zealand,1612,Peter Marsh
10399,2005-04-01,2005-04-03,S10_2016,1996 Moto Guzzi 1100i,Motorcycles,68.99,99.91,51,Shipped,496,Kelly's Gift Shop,Auckland,New Zealand,1612,Peter Marsh
10399,2005-04-01,2005-04-03,S10_4698,2003 Harley-Davidson Eagle Drag Bike,Motorcycles,91.02,156.86,22,Shipped,496,Kelly's Gift Shop,Auckland,New Zealand,1612,Peter Marsh
10399,2005-04-01,2005-04-03,S12_2823,2002 Suzuki XREO,Motorcycles,66.27,123.51,29,Shipped,496,Kelly's Gift Shop,Auckland,New Zealand,1612,Peter Marsh
10399,2005-04-01,2005-04-03,S18_2625,1936 Harley Davidson El Knucklehead,Motorcycles,24.23,51.48,30,Shipped,496,Kelly's Gift Shop,Auckland,New Zealand,1612,Peter Marsh
10399,2005-04-01,2005-04-03,S24_1578,1997 BMW R 1100 S,Motorcycles,60.86,104.81,57,Shipped,496,Kelly's Gift Shop,Auckland,New Zealand,1612,Peter Marsh
10399,2005-04-01,2005-04-03,S24_2000,1960 BSA Gold Star DBD34,Motorcycles,37.32,75.41,58,Shipped,496,Kelly's Gift Shop,Auckland,New Zealand,1612,Peter Marsh
10399,2005-04-01,2005-04-03,S32_1374,1997 BMW F650 ST,Motorcycles,66.92,97.89,32,Shipped,496,Kelly's Gift Shop,Auckland,New Zealand,1612,Peter Marsh
10400,2005-04-01,2005-04-04,S10_4757,1972 Alfa Romeo GTA,Classic Cars,85.68,134.64,64,Shipped,450,The Sharp Gifts Warehouse,San Jose,USA,1165,Leslie Jennings
10400,2005-04-01,2005-04-04,S18_1662,1980s Black Hawk Helicopter,Planes,77.27,129.31,34,Shipped,450,The Sharp Gifts Warehouse,San Jose,USA,1165,Leslie Jennings
10400,2005-04-01,2005-04-04,S18_3029,1999 Yamaha Speed Boat,Ships,51.61,74.84,30,Shipped,450,The Sharp Gifts Warehouse,San Jose,USA,1165,Leslie Jennings
10400,2005-04-01,2005-04-04,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,Vintage Cars,64.58,88.93,58,Shipped,450,The Sharp Gifts Warehouse,San Jose,USA,1165,Leslie Jennings
10400,2005-04-01,2005-04-04,S24_2841,1900s Vintage Bi-Plane,Planes,34.25,55.49,24,Shipped,450,The Sharp Gifts Warehouse,San Jose,USA,1165,Leslie Jennings
10400,2005-04-01,2005-04-04,S24_3420,1937 Horch 930V Limousine,Vintage Cars,26.3,59.18,38,Shipped,450,The Sharp Gifts Warehouse,San Jose,USA,1165,Leslie Jennings
10400,2005-04-01,2005-04-04,S24_3816,1940 Ford Delivery Sedan,Vintage Cars,48.64,74.64,42,Shipped,450,The Sharp Gifts Warehouse,San Jose,USA,1165,Leslie Jennings
10400,2005-04-01,2005-04-04,S700_2047,HMS Bounty,Ships,39.83,82.37,46,Shipped,450,The Sharp Gifts Warehouse,San Jose,USA,1165,Leslie Jennings
10400,2005-04-01,2005-04-04,S72_1253,Boeing X-32A JSF,Planes,32.77,41.71,20,Shipped,450,The Sharp Gifts Warehouse,San Jose,USA,1165,Leslie Jennings
10401,2005-04-03,NULL,S18_2581,P-51-D Mustang,Planes,49.0,75.19,42,On Hold,328,Tekni Collectables Inc.,Newark,USA,1323,George Vanauf
10401,2005-04-03,NULL,S24_1785,1928 British Royal Navy Airplane,Planes,66.74,87.54,38,On Hold,328,Tekni Collectables Inc.,Newark,USA,1323,George Vanauf
10401,2005-04-03,NULL,S24_3949,Corsair F4U ( Bird Cage),Planes,29.34,59.37,64,On Hold,328,Tekni Collectables Inc.,Newark,USA,1323,George Vanauf
10401,2005-04-03,NULL,S24_4278,1900s Vintage Tri-Plane,Planes,36.23,65.93,52,On Hold,328,Tekni Collectables Inc.,Newark,USA,1323,George Vanauf
10401,2005-04-03,NULL,S32_1374,1997 BMW F650 ST,Motorcycles,66.92,81.91,49,On Hold,328,Tekni Collectables Inc.,Newark,USA,1323,George Vanauf
10401,2005-04-03,NULL,S32_4289,1928 Ford Phaeton Deluxe,Vintage Cars,33.02,62.6,62,On Hold,328,Tekni Collectables Inc.,Newark,USA,1323,George Vanauf
10401,2005-04-03,NULL,S50_1341,1930 Buick Marquette Phaeton,Vintage Cars,27.06,41.46,56,On Hold,328,Tekni Collectables Inc.,Newark,USA,1323,George Vanauf
10401,2005-04-03,NULL,S700_1691,American Airlines: B767-300,Planes,51.15,77.64,11,On Hold,328,Tekni Collectables Inc.,Newark,USA,1323,George Vanauf
10401,2005-04-03,NULL,S700_2466,America West Airlines B757-200,Planes,68.8,98.72,85,On Hold,328,Tekni Collectables Inc.,Newark,USA,1323,George Vanauf
10401,2005-04-03,NULL,S700_2834,ATA: B757-300,Planes,59.33,96.11,21,On Hold,328,Tekni Collectables Inc.,Newark,USA,1323,George Vanauf
10401,2005-04-03,NULL,S700_3167,F/A 18 Hornet 1/72,Planes,54.4,73.6,77,On Hold,328,Tekni Collectables Inc.,Newark,USA,1323,George Vanauf
10401,2005-04-03,NULL,S700_4002,American Airlines: MD-11S,Planes,36.27,66.63,40,On Hold,328,Tekni Collectables Inc.,Newark,USA,1323,George Vanauf
10402,2005-04-07,2005-04-12,S10_2016,1996 Moto Guzzi 1100i,Motorcycles,68.99,118.94,45,Shipped,406,Auto Canal+ Petit,Paris,France,1337,Loui Bondur
10402,2005-04-07,2005-04-12,S18_2625,1936 Harley Davidson El Knucklehead,Motorcycles,24.23,58.15,55,Shipped,406,Auto Canal+ Petit,Paris,France,1337,Loui Bondur
10402,2005-04-07,2005-04-12,S24_2000,1960 BSA Gold Star DBD34,Motorcycles,37.32,61.7,59,Shipped,406,Auto Canal+ Petit,Paris,France,1337,Loui Bondur
10403,2005-04-08,2005-04-11,S10_1678,1969 Harley Davidson Ultimate Chopper,Motorcycles,48.81,85.17,24,Shipped,201,"UK Collectables, Ltd.",Liverpool,UK,1501,Larry Bott
10403,2005-04-08,2005-04-11,S10_4698,2003 Harley-Davidson Eagle Drag Bike,Motorcycles,91.02,174.29,66,Shipped,201,"UK Collectables, Ltd.",Liverpool,UK,1501,Larry Bott
10403,2005-04-08,2005-04-11,S12_2823,2002 Suzuki XREO,Motorcycles,66.27,122.0,66,Shipped,201,"UK Collectables, Ltd.",Liverpool,UK,1501,Larry Bott
10403,2005-04-08,2005-04-11,S18_3782,1957 Vespa GS150,Motorcycles,32.95,55.33,36,Shipped,201,"UK Collectables, Ltd.",Liverpool,UK,1501,Larry Bott
10403,2005-04-08,2005-04-11,S24_1578,1997 BMW R 1100 S,Motorcycles,60.86,109.32,46,Shipped,201,"UK Collectables, Ltd.",Liverpool,UK,1501,Larry Bott
10403,2005-04-08,2005-04-11,S24_2360,1982 Ducati 900 Monster,Motorcycles,47.1,57.49,27,Shipped,201,"UK Collectables, Ltd.",Liverpool,UK,1501,Larry Bott
10403,2005-04-08,2005-04-11,S32_2206,1982 Ducati 996 R,Motorcycles,24.14,35.8,30,Shipped,201,"UK Collectables, Ltd.",Liverpool,UK,1501,Larry Bott
10403,2005-04-08,2005-04-11,S32_4485,1974 Ducati 350 Mk3 Desmo,Motorcycles,56.13,88.78,45,Shipped,201,"UK Collectables, Ltd.",Liverpool,UK,1501,Larry Bott
10403,2005-04-08,2005-04-11,S50_4713,2002 Yamaha YZR M1,Motorcycles,34.17,65.09,31,Shipped,201,"UK Collectables, Ltd.",Liverpool,UK,1501,Larry Bott
10404,2005-04-08,2005-04-11,S12_1099,1968 Ford Mustang,Classic Cars,95.34,163.44,64,Shipped,323,"Down Under Souveniers, Inc",Auckland,New Zealand,1612,Peter Marsh
10404,2005-04-08,2005-04-11,S12_3380,1968 Dodge Charger,Classic Cars,75.16,102.17,43,Shipped,323,"Down Under Souveniers, Inc",Auckland,New Zealand,1612,Peter Marsh
10404,2005-04-08,2005-04-11,S12_3990,1970 Plymouth Hemi Cuda,Classic Cars,31.92,67.03,77,Shipped,323,"Down Under Souveniers, Inc",Auckland,New Zealand,1612,Peter Marsh
10404,2005-04-08,2005-04-11,S18_3278,1969 Dodge Super Bee,Classic Cars,49.05,67.54,90,Shipped,323,"Down Under Souveniers, Inc",Auckland,New Zealand,1612,Peter Marsh
10404,2005-04-08,2005-04-11,S18_3482,1976 Ford Gran Torino,Classic Cars,73.49,127.88,28,Shipped,323,"Down Under Souveniers, Inc",Auckland,New Zealand,1612,Peter Marsh
10404,2005-04-08,2005-04-11,S18_4721,1957 Corvette Convertible,Classic Cars,69.93,124.99,48,Shipped,323,"Down Under Souveniers, Inc",Auckland,New Zealand,1612,Peter Marsh
10404,2005-04-08,2005-04-11,S24_3371,1971 Alpine Renault 1600s,Classic Cars,38.58,53.27,49,Shipped,323,"Down Under Souveniers, Inc",Auckland,New Zealand,1612,Peter Marsh
10404,2005-04-08,2005-04-11,S24_4620,1961 Chevrolet Impala,Classic Cars,32.33,65.48,48,Shipped,323,"Down Under Souveniers, Inc",Auckland,New Zealand,1612,Peter Marsh
10405,2005-04-14,2005-04-20,S12_4675,1969 Dodge Charger,Classic Cars,58.73,115.16,97,Shipped,209,Mini Caravy,Strasbourg,France,1370,Gerard Hernandez
10405,2005-04-14,2005-04-20,S18_1889,1948 Porsche 356-A Roadster,Classic Cars,53.9,72.38,61,Shipped,209,Mini Caravy,Strasbourg,France,1370,Gerard Hernandez
10405,2005-04-14,2005-04-20,S18_3232,1992 Ferrari 360 Spider red,Classic Cars,77.9,147.33,55,Shipped,209,Mini Caravy,Strasbourg,France,1370,Gerard Hernandez
10405,2005-04-14,2005-04-20,S24_2972,1982 Lamborghini Diablo,Classic Cars,16.24,37.38,47,Shipped,209,Mini Caravy,Strasbourg,France,1370,Gerard Hernandez
10405,2005-04-14,2005-04-20,S24_3856,1956 Porsche 356A Coupe,Classic Cars,98.3,127.79,76,Shipped,209,Mini Caravy,Strasbourg,France,1370,Gerard Hernandez
10406,2005-04-15,2005-04-21,S18_1129,1993 Mazda RX-7,Classic Cars,83.51,124.56,61,Disputed,145,Danish Wholesale Imports,Kobenhavn,Denmark,1401,Pamela Castillo
10406,2005-04-15,2005-04-21,S18_1984,1995 Honda Civic,Classic Cars,93.89,133.72,48,Disputed,145,Danish Wholesale Imports,Kobenhavn,Denmark,1401,Pamela Castillo
